ID,Tên sách,Tác giả,Nhà xuất bản,Giá,Giá gốc,Giảm giá,Phần trăm giảm,Đánh giá,Số lượt đánh giá
932,Sherlock Holmes,Nguyễn Ngọc Tư,NXB Văn Học,394302.0,394302,0.0,0,4.1,18094
933,Think and Grow Rich,James Clear,NXB Văn Học,171647.0,204342,32695.0,16,4.1,3653
934,Dế Mèn Phiêu Lưu Ký,Paulo Coelho,NXB Thế Giới,271065.0,326584,55519.0,17,4.4,1550
935,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Thế Giới,137498.0,167680,30182.0,18,3.2,19552
936,Think and Grow Rich,Nguyễn Ngọc Tư,NXB Trẻ,313279.0,460704,147425.0,32,3.3,8093
937,Đắc Nhân Tâm,Victor Hugo,NXB Tổng Hợp TP.HCM,241223.0,274117,32894.0,12,4.0,11942
938,Những Người Khốn Khổ,James Clear,NXB Tổng Hợp TP.HCM,267947.0,326765,58818.0,18,4.9,16651
939,Hoàng Tử Bé,Nguyễn Nhật Ánh,NXB Kim Đồng,62778.0,63412,634.0,1,3.1,15409
940,Cây Cam Ngọt Của Tôi,Robin Sharma,NXB Phụ Nữ Việt Nam,107494.0,143326,35832.0,25,3.8,7341
941,Nhà Giả Kim,J.K. Rowling,NXB Tổng Hợp TP.HCM,104250.0,119828,15578.0,13,4.2,1661
942,Harry Potter,J.K. Rowling,NXB Lao Động,49426.0,66792,17366.0,26,4.0,2702
943,Cây Cam Ngọt Của Tôi,Robin Sharma,NXB Lao Động,377998.0,455419,77421.0,17,3.0,11835
944,Không Gia Đình,Nguyễn Ngọc Tư,NXB Trẻ,248073.0,486417,238344.0,49,4.0,7732
945,Sherlock Holmes,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,281778.0,461931,180153.0,39,4.8,1607
946,Không Gia Đình,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,125460.0,125460,0.0,0,3.9,2509
947,Harry Potter,J.K. Rowling,NXB Văn Học,55926.0,69907,13981.0,20,3.1,185
948,Những Người Khốn Khổ,James Clear,NXB Tổng Hợp TP.HCM,89215.0,103738,14523.0,14,3.1,12889
949,The Psychology of Money,Dale Carnegie,NXB Lao Động,455354.0,489628,34274.0,7,3.4,3876
950,Think and Grow Rich,Robin Sharma,NXB Lao Động,367081.0,453187,86106.0,19,3.6,16705
951,Think and Grow Rich,J.K. Rowling,NXB Phụ Nữ Việt Nam,75501.0,151001,75500.0,50,4.3,10087
952,Sherlock Holmes,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,424355.0,428641,4286.0,1,3.4,11136
953,Dế Mèn Phiêu Lưu Ký,Victor Hugo,NXB Văn Học,39206.0,40840,1634.0,4,3.8,13477
954,Sherlock Holmes,Nguyễn Nhật Ánh,NXB Kim Đồng,35952.0,38247,2295.0,6,4.2,6074
955,Muôn Kiếp Nhân Sinh,James Clear,NXB Tổng Hợp TP.HCM,95336.0,138168,42832.0,31,4.1,10887
956,Atomic Habits,Nguyễn Ngọc Tư,NXB Văn Học,224539.0,380575,156036.0,41,4.5,5154
957,Không Gia Đình,Dale Carnegie,NXB Văn Học,242189.0,378421,136232.0,36,4.1,11116
958,Harry Potter,J.K. Rowling,NXB Văn Học,167835.0,335670,167835.0,50,3.3,1639
959,Cây Cam Ngọt Của Tôi,Paulo Coelho,NXB Phụ Nữ Việt Nam,107126.0,159890,52764.0,33,4.6,14681
960,Hoàng Tử Bé,Robin Sharma,NXB Thế Giới,34384.0,52097,17713.0,34,3.3,17895
961,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Lao Động,233383.0,315383,82000.0,26,3.0,19569
962,Atomic Habits,Victor Hugo,NXB Lao Động,347685.0,463580,115895.0,25,4.0,14407
963,Không Gia Đình,Victor Hugo,NXB Tổng Hợp TP.HCM,190222.0,297222,107000.0,36,3.0,4770
964,Sherlock Holmes,Nguyễn Ngọc Tư,NXB Thế Giới,51410.0,64263,12853.0,20,3.4,3103
965,Những Người Khốn Khổ,Nguyễn Ngọc Tư,NXB Thế Giới,40301.0,41547,1246.0,3,3.9,14711
966,Think and Grow Rich,Antoine de Saint-Exupéry,NXB Lao Động,224138.0,307039,82901.0,27,3.4,6298
967,Sherlock Holmes,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,129854.0,168642,38788.0,23,4.4,15475
968,Harry Potter,Antoine de Saint-Exupéry,NXB Văn Học,115154.0,127949,12795.0,10,4.6,4717
969,The Psychology of Money,James Clear,NXB Phụ Nữ Việt Nam,179038.0,255769,76731.0,30,3.3,18269
970,Cây Cam Ngọt Của Tôi,J.K. Rowling,NXB Kim Đồng,165370.0,192291,26921.0,14,3.6,12881
971,The Psychology of Money,Dale Carnegie,NXB Thế Giới,486251.0,496174,9923.0,2,3.2,7762
972,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Văn Học,281922.0,366133,84211.0,23,3.5,17970
973,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Ngọc Tư,NXB Văn Học,265335.0,323579,58244.0,18,3.3,2306
974,Hoàng Tử Bé,Victor Hugo,NXB Văn Học,111373.0,112498,1125.0,1,4.6,710
975,Atomic Habits,Victor Hugo,NXB Trẻ,198815.0,207099,8284.0,4,4.5,16869
976,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Lao Động,124846.0,195072,70226.0,36,4.7,17043
977,Dế Mèn Phiêu Lưu Ký,Nguyễn Nhật Ánh,NXB Kim Đồng,137148.0,195926,58778.0,30,3.7,18245
978,Dế Mèn Phiêu Lưu Ký,Dale Carnegie,NXB Lao Động,262187.0,369278,107091.0,29,4.4,17539
979,Đắc Nhân Tâm,J.K. Rowling,NXB Kim Đồng,189071.0,378141,189070.0,50,3.9,15498
980,Nhà Giả Kim,Dale Carnegie,NXB Kim Đồng,265354.0,396050,130696.0,33,3.1,182
981,Deep Work,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,419504.0,419504,0.0,0,3.1,578
982,Đắc Nhân Tâm,J.K. Rowling,NXB Văn Học,196579.0,236842,40263.0,17,4.5,8735
983,Muôn Kiếp Nhân Sinh,J.K. Rowling,NXB Lao Động,77260.0,83075,5815.0,7,3.7,18345
984,Deep Work,Victor Hugo,NXB Trẻ,354988.0,381708,26720.0,7,3.3,7855
985,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,137461.0,151056,13595.0,9,3.0,8092
986,Đắc Nhân Tâm,Tony Buổi Sáng,NXB Kim Đồng,341101.0,370762,29661.0,8,4.8,18843
987,Dế Mèn Phiêu Lưu Ký,Tony Buổi Sáng,NXB Văn Học,302165.0,431664,129499.0,30,4.2,17001
988,The Psychology of Money,Dale Carnegie,NXB Văn Học,405851.0,483156,77305.0,16,4.0,3995
989,The Psychology of Money,Nguyễn Ngọc Tư,NXB Lao Động,354450.0,466381,111931.0,24,3.4,8728
990,Sherlock Holmes,Robin Sharma,NXB Tổng Hợp TP.HCM,178830.0,283857,105027.0,37,4.4,8630
991,Atomic Habits,Antoine de Saint-Exupéry,NXB Trẻ,296572.0,406263,109691.0,27,4.1,17500
992,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Văn Học,396625.0,426479,29854.0,7,4.8,10796
993,Think and Grow Rich,Victor Hugo,NXB Lao Động,338796.0,477177,138381.0,29,3.2,1637
994,Think and Grow Rich,Tony Buổi Sáng,NXB Kim Đồng,191313.0,382626,191313.0,50,4.2,5602
995,Hoàng Tử Bé,Robin Sharma,NXB Phụ Nữ Việt Nam,390883.0,465337,74454.0,16,3.2,6057
996,Hoàng Tử Bé,Nguyễn Ngọc Tư,NXB Văn Học,258218.0,318788,60570.0,19,3.5,11790
997,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,128792.0,207729,78937.0,38,4.1,5536
998,Muôn Kiếp Nhân Sinh,Paulo Coelho,NXB Trẻ,95337.0,158895,63558.0,40,3.2,5529
999,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Trẻ,137815.0,146612,8797.0,6,4.7,850
1000,Harry Potter,Paulo Coelho,NXB Phụ Nữ Việt Nam,468374.0,482860,14486.0,3,3.2,5127
